image_width,image_height,xmin,ymin,xmax,ymax,box_width,box_height,box_area,aspect_ratio,area_percentage,center_x,center_y,relative_center_x,relative_center_y,width_percentage,height_percentage,label
533,300,255,167,511,236,256,69,17664,3.710144927536232,0.1104690431519699,383.0,201.5,0.7185741088180112,0.6716666666666666,0.4803001876172608,0.23,major_pothole
533,300,242,160,285,180,43,20,860,2.15,0.0053783614759224,263.5,170.0,0.4943714821763602,0.5666666666666667,0.0806754221388367,0.0666666666666666,major_pothole
400,300,153,23,200,36,47,13,611,3.615384615384616,0.0050916666666666,176.5,29.5,0.44125,0.0983333333333333,0.1175,0.0433333333333333,medium_pothole
720,720,39,481,95,589,56,108,6048,0.5185185185185185,0.0116666666666666,67.0,535.0,0.0930555555555555,0.7430555555555556,0.0777777777777777,0.15,minor_pothole
445,300,255,128,360,159,105,31,3255,3.3870967741935485,0.0243820224719101,307.5,143.5,0.6910112359550562,0.4783333333333333,0.2359550561797752,0.1033333333333333,medium_pothole
400,300,244,84,302,105,58,21,1218,2.761904761904762,0.01015,273.0,94.5,0.6825,0.315,0.145,0.07,minor_pothole
720,720,261,269,483,476,222,207,45954,1.072463768115942,0.0886458333333333,372.0,372.5,0.5166666666666667,0.5173611111111112,0.3083333333333333,0.2875,major_pothole
684,300,386,18,517,44,131,26,3406,5.038461538461538,0.0165984405458089,451.5,31.0,0.6600877192982456,0.1033333333333333,0.1915204678362573,0.0866666666666666,minor_pothole
503,300,315,182,360,200,45,18,810,2.5,0.0053677932405566,337.5,191.0,0.6709741550695825,0.6366666666666667,0.0894632206759443,0.06,medium_pothole
533,300,320,1,408,19,88,18,1584,4.888888888888889,0.009906191369606,364.0,10.0,0.6829268292682927,0.0333333333333333,0.1651031894934334,0.06,medium_pothole
720,720,327,315,436,428,109,113,12317,0.9646017699115044,0.0237596450617283,381.5,371.5,0.5298611111111111,0.5159722222222223,0.1513888888888888,0.1569444444444444,medium_pothole
452,300,68,124,224,216,156,92,14352,1.6956521739130437,0.1058407079646017,146.0,170.0,0.3230088495575221,0.5666666666666667,0.3451327433628318,0.3066666666666666,medium_pothole
400,300,114,80,283,178,169,98,16562,1.7244897959183674,0.1380166666666666,198.5,129.0,0.49625,0.43,0.4225,0.3266666666666666,major_pothole
373,300,41,152,242,190,201,38,7638,5.289473684210527,0.0682573726541554,141.5,171.0,0.3793565683646112,0.57,0.5388739946380697,0.1266666666666666,major_pothole
443,300,118,152,291,232,173,80,13840,2.1625,0.1041384499623777,204.5,192.0,0.4616252821670429,0.64,0.3905191873589165,0.2666666666666666,major_pothole
450,300,84,245,287,297,203,52,10556,3.9038461538461537,0.0781925925925925,185.5,271.0,0.4122222222222222,0.9033333333333332,0.4511111111111111,0.1733333333333333,major_pothole
720,720,295,270,426,340,131,70,9170,1.8714285714285717,0.0176890432098765,360.5,305.0,0.5006944444444444,0.4236111111111111,0.1819444444444444,0.0972222222222222,medium_pothole
400,300,190,5,247,25,57,20,1140,2.85,0.0095,218.5,15.0,0.54625,0.05,0.1425,0.0666666666666666,major_pothole
373,300,70,139,127,148,57,9,513,6.333333333333333,0.0045844504021447,98.5,143.5,0.2640750670241287,0.4783333333333333,0.1528150134048257,0.03,medium_pothole
720,720,188,273,437,414,249,141,35109,1.7659574468085106,0.0677256944444444,312.5,343.5,0.4340277777777778,0.4770833333333333,0.3458333333333333,0.1958333333333333,medium_pothole
720,720,264,251,479,366,215,115,24725,1.8695652173913044,0.0476948302469135,371.5,308.5,0.5159722222222223,0.4284722222222222,0.2986111111111111,0.1597222222222222,medium_pothole
300,450,72,144,117,154,45,10,450,4.5,0.0033333333333333,94.5,149.0,0.315,0.3311111111111111,0.15,0.0222222222222222,medium_pothole
720,720,247,231,410,350,163,119,19397,1.369747899159664,0.0374170524691358,328.5,290.5,0.45625,0.4034722222222222,0.2263888888888889,0.1652777777777777,minor_pothole
720,720,180,73,272,107,92,34,3128,2.7058823529411766,0.0060339506172839,226.0,90.0,0.3138888888888889,0.125,0.1277777777777777,0.0472222222222222,minor_pothole
720,720,291,333,466,455,175,122,21350,1.4344262295081966,0.0411844135802469,378.5,394.0,0.5256944444444445,0.5472222222222223,0.2430555555555555,0.1694444444444444,medium_pothole
480,300,278,135,399,146,121,11,1331,11.0,0.0092430555555555,338.5,140.5,0.7052083333333333,0.4683333333333333,0.2520833333333333,0.0366666666666666,medium_pothole
1000,750,659,451,722,493,63,42,2646,1.5,0.003528,690.5,472.0,0.6905,0.6293333333333333,0.063,0.056,medium_pothole
720,720,330,332,441,437,111,105,11655,1.0571428571428572,0.0224826388888888,385.5,384.5,0.5354166666666667,0.5340277777777778,0.1541666666666666,0.1458333333333333,medium_pothole
400,300,128,118,306,214,178,96,17088,1.8541666666666667,0.1424,217.0,166.0,0.5425,0.5533333333333333,0.445,0.32,major_pothole
300,300,157,27,197,39,40,12,480,3.333333333333333,0.0053333333333333,177.0,33.0,0.59,0.11,0.1333333333333333,0.04,medium_pothole
720,720,297,297,425,387,128,90,11520,1.4222222222222225,0.0222222222222222,361.0,342.0,0.5013888888888889,0.475,0.1777777777777777,0.125,minor_pothole
373,300,122,18,234,30,112,12,1344,9.333333333333334,0.0120107238605898,178.0,24.0,0.4772117962466488,0.08,0.3002680965147453,0.04,major_pothole
533,300,78,156,163,174,85,18,1530,4.722222222222222,0.0095684803001876,120.5,165.0,0.2260787992495309,0.55,0.1594746716697936,0.06,medium_pothole
458,300,308,158,362,186,54,28,1512,1.9285714285714288,0.011004366812227,335.0,172.0,0.7314410480349345,0.5733333333333334,0.1179039301310043,0.0933333333333333,medium_pothole
400,300,162,142,235,156,73,14,1022,5.214285714285714,0.0085166666666666,198.5,149.0,0.49625,0.4966666666666666,0.1825,0.0466666666666666,medium_pothole
720,720,257,136,402,223,145,87,12615,1.6666666666666667,0.0243344907407407,329.5,179.5,0.4576388888888889,0.2493055555555555,0.2013888888888889,0.1208333333333333,minor_pothole
600,300,21,118,138,158,117,40,4680,2.925,0.026,79.5,138.0,0.1325,0.46,0.195,0.1333333333333333,medium_pothole
1000,750,729,333,853,379,124,46,5704,2.6956521739130435,0.0076053333333333,791.0,356.0,0.791,0.4746666666666667,0.124,0.0613333333333333,medium_pothole
720,720,160,396,249,483,89,87,7743,1.0229885057471264,0.0149363425925925,204.5,439.5,0.2840277777777777,0.6104166666666667,0.1236111111111111,0.1208333333333333,minor_pothole
400,300,174,187,232,210,58,23,1334,2.5217391304347827,0.0111166666666666,203.0,198.5,0.5075,0.6616666666666666,0.145,0.0766666666666666,medium_pothole
571,300,411,135,571,185,160,50,8000,3.2,0.0467016929363689,491.0,160.0,0.8598949211908932,0.5333333333333333,0.2802101576182136,0.1666666666666666,major_pothole
779,1000,61,276,569,636,508,360,182880,1.4111111111111112,0.2347625160462131,315.0,456.0,0.404364569961489,0.456,0.6521181001283697,0.36,major_pothole
720,720,90,478,181,573,91,95,8645,0.9578947368421052,0.016676311728395,135.5,525.5,0.1881944444444444,0.7298611111111111,0.1263888888888888,0.1319444444444444,minor_pothole
720,720,404,169,477,222,73,53,3869,1.3773584905660377,0.007463348765432,440.5,195.5,0.6118055555555556,0.2715277777777777,0.1013888888888888,0.0736111111111111,minor_pothole
720,720,213,291,577,523,364,232,84448,1.5689655172413792,0.1629012345679012,395.0,407.0,0.5486111111111112,0.5652777777777778,0.5055555555555555,0.3222222222222222,medium_pothole
450,300,1,227,90,257,89,30,2670,2.966666666666667,0.0197777777777777,45.5,242.0,0.1011111111111111,0.8066666666666666,0.1977777777777777,0.1,major_pothole
450,300,319,148,366,177,47,29,1363,1.6206896551724137,0.0100962962962962,342.5,162.5,0.7611111111111111,0.5416666666666666,0.1044444444444444,0.0966666666666666,minor_pothole
300,400,268,170,281,180,13,10,130,1.3,0.0010833333333333,274.5,175.0,0.915,0.4375,0.0433333333333333,0.025,medium_pothole
450,300,122,91,296,136,174,45,7830,3.8666666666666663,0.058,209.0,113.5,0.4644444444444444,0.3783333333333333,0.3866666666666666,0.15,major_pothole
533,300,118,201,244,237,126,36,4536,3.5,0.0283677298311444,181.0,219.0,0.3395872420262664,0.73,0.2363977485928705,0.12,medium_pothole
116,116,56,9,61,12,5,3,15,1.6666666666666667,0.0011147443519619,58.5,10.5,0.5043103448275862,0.0905172413793103,0.043103448275862,0.0258620689655172,medium_pothole
450,300,30,214,86,233,56,19,1064,2.9473684210526314,0.0078814814814814,58.0,223.5,0.1288888888888889,0.745,0.1244444444444444,0.0633333333333333,medium_pothole
480,300,173,90,270,120,97,30,2910,3.2333333333333334,0.0202083333333333,221.5,105.0,0.4614583333333333,0.35,0.2020833333333333,0.1,major_pothole
503,300,1,78,249,256,248,178,44144,1.3932584269662922,0.2925381047051027,125.0,167.0,0.2485089463220676,0.5566666666666666,0.4930417495029821,0.5933333333333334,major_pothole
533,300,164,90,452,294,288,204,58752,1.411764705882353,0.3674296435272045,308.0,192.0,0.5778611632270169,0.64,0.5403377110694184,0.68,major_pothole
533,300,297,166,385,182,88,16,1408,5.5,0.0088055034396497,341.0,174.0,0.6397748592870544,0.58,0.1651031894934334,0.0533333333333333,minor_pothole
533,300,270,47,298,57,28,10,280,2.8,0.0017510944340212,284.0,52.0,0.5328330206378987,0.1733333333333333,0.0525328330206379,0.0333333333333333,major_pothole
449,300,101,67,314,216,213,149,31737,1.429530201342282,0.2356124721603563,207.5,141.5,0.4621380846325167,0.4716666666666667,0.4743875278396436,0.4966666666666666,major_pothole
533,300,36,187,143,217,107,30,3210,3.566666666666667,0.0200750469043152,89.5,202.0,0.1679174484052532,0.6733333333333333,0.2007504690431519,0.1,major_pothole
449,300,141,124,231,161,90,37,3330,2.4324324324324325,0.0247216035634743,186.0,142.5,0.4142538975501114,0.475,0.2004454342984409,0.1233333333333333,major_pothole
527,300,368,127,390,140,22,13,286,1.6923076923076923,0.001808981657179,379.0,133.5,0.7191650853889943,0.445,0.0417457305502846,0.0433333333333333,medium_pothole
695,300,164,209,345,289,181,80,14480,2.2625,0.0694484412470024,254.5,249.0,0.3661870503597122,0.83,0.260431654676259,0.2666666666666666,major_pothole
400,300,221,96,262,111,41,15,615,2.7333333333333334,0.005125,241.5,103.5,0.60375,0.345,0.1025,0.05,minor_pothole
720,720,67,352,261,494,194,142,27548,1.3661971830985915,0.0531404320987654,164.0,423.0,0.2277777777777777,0.5875,0.2694444444444444,0.1972222222222222,minor_pothole
533,300,416,214,472,240,56,26,1456,2.1538461538461537,0.0091056910569105,444.0,227.0,0.8330206378986866,0.7566666666666667,0.1050656660412758,0.0866666666666666,minor_pothole
1000,750,478,504,656,569,178,65,11570,2.7384615384615385,0.0154266666666666,567.0,536.5,0.567,0.7153333333333334,0.178,0.0866666666666666,major_pothole
720,720,81,198,241,303,160,105,16800,1.5238095238095235,0.0324074074074074,161.0,250.5,0.2236111111111111,0.3479166666666666,0.2222222222222222,0.1458333333333333,minor_pothole
534,300,300,156,346,182,46,26,1196,1.7692307692307692,0.0074656679151061,323.0,169.0,0.6048689138576779,0.5633333333333334,0.0861423220973782,0.0866666666666666,major_pothole
489,300,127,195,412,285,285,90,25650,3.1666666666666665,0.1748466257668711,269.5,240.0,0.5511247443762781,0.8,0.5828220858895705,0.3,medium_pothole
720,720,194,123,518,455,324,332,107568,0.9759036144578314,0.2075,356.0,289.0,0.4944444444444444,0.4013888888888889,0.45,0.4611111111111111,major_pothole
400,300,78,201,191,299,113,98,11074,1.153061224489796,0.0922833333333333,134.5,250.0,0.33625,0.8333333333333334,0.2825,0.3266666666666666,medium_pothole
533,300,293,131,521,168,228,37,8436,6.162162162162162,0.0527579737335834,407.0,149.5,0.7636022514071295,0.4983333333333333,0.4277673545966229,0.1233333333333333,major_pothole
400,300,303,94,337,105,34,11,374,3.090909090909091,0.0031166666666666,320.0,99.5,0.8,0.3316666666666666,0.085,0.0366666666666666,minor_pothole
720,720,251,191,509,397,258,206,53148,1.2524271844660195,0.1025231481481481,380.0,294.0,0.5277777777777778,0.4083333333333333,0.3583333333333333,0.2861111111111111,major_pothole
447,300,206,150,264,174,58,24,1392,2.4166666666666665,0.0103803131991051,235.0,162.0,0.5257270693512305,0.54,0.1297539149888143,0.08,medium_pothole
534,300,94,51,414,267,320,216,69120,1.4814814814814814,0.4314606741573034,254.0,159.0,0.4756554307116105,0.53,0.599250936329588,0.72,major_pothole
451,300,83,192,199,213,116,21,2436,5.523809523809524,0.0180044345898004,141.0,202.5,0.3126385809312638,0.675,0.2572062084257206,0.07,major_pothole
335,300,197,37,211,51,14,14,196,1.0,0.0019502487562189,204.0,44.0,0.608955223880597,0.1466666666666666,0.0417910447761194,0.0466666666666666,minor_pothole
300,397,69,141,114,168,45,27,1215,1.6666666666666667,0.0102015113350125,91.5,154.5,0.305,0.3891687657430731,0.15,0.0680100755667506,medium_pothole
450,300,233,130,257,140,24,10,240,2.4,0.0017777777777777,245.0,135.0,0.5444444444444444,0.45,0.0533333333333333,0.0333333333333333,minor_pothole
998,449,861,165,997,231,136,66,8976,2.060606060606061,0.0200311536212737,929.0,198.0,0.9308617234468938,0.4409799554565701,0.1362725450901803,0.1469933184855233,minor_pothole
720,720,245,296,498,506,253,210,53130,1.2047619047619047,0.1024884259259259,371.5,401.0,0.5159722222222223,0.5569444444444445,0.3513888888888888,0.2916666666666667,medium_pothole
536,300,190,141,476,300,286,159,45474,1.79874213836478,0.2827985074626866,333.0,220.5,0.621268656716418,0.735,0.5335820895522388,0.53,major_pothole
116,116,38,17,44,22,6,5,30,1.2,0.0022294887039239,41.0,19.5,0.3534482758620689,0.168103448275862,0.0517241379310344,0.043103448275862,medium_pothole
400,300,146,153,327,242,181,89,16109,2.033707865168539,0.1342416666666666,236.5,197.5,0.59125,0.6583333333333333,0.4525,0.2966666666666667,major_pothole
447,300,312,153,333,163,21,10,210,2.1,0.001565995525727,322.5,158.0,0.7214765100671141,0.5266666666666666,0.046979865771812,0.0333333333333333,minor_pothole
720,720,524,339,638,429,114,90,10260,1.2666666666666666,0.0197916666666666,581.0,384.0,0.8069444444444445,0.5333333333333333,0.1583333333333333,0.125,minor_pothole
527,300,314,157,361,176,47,19,893,2.473684210526316,0.0056483238456672,337.5,166.5,0.6404174573055028,0.555,0.0891840607210626,0.0633333333333333,major_pothole
534,300,135,133,392,259,257,126,32382,2.0396825396825395,0.2021348314606741,263.5,196.0,0.4934456928838951,0.6533333333333333,0.4812734082397004,0.42,major_pothole
720,720,294,47,380,158,86,111,9546,0.7747747747747747,0.0184143518518518,337.0,102.5,0.4680555555555555,0.1423611111111111,0.1194444444444444,0.1541666666666666,minor_pothole
1512,2016,1140,897,1484,992,344,95,32680,3.621052631578948,0.0107211094314268,1312.0,944.5,0.8677248677248677,0.4685019841269841,0.2275132275132275,0.0471230158730158,minor_pothole
720,720,12,412,163,491,151,79,11929,1.9113924050632911,0.0230111882716049,87.5,451.5,0.1215277777777777,0.6270833333333333,0.2097222222222222,0.1097222222222222,minor_pothole
460,300,71,155,345,260,274,105,28770,2.6095238095238096,0.2084782608695652,208.0,207.5,0.4521739130434782,0.6916666666666667,0.5956521739130435,0.35,medium_pothole
624,383,160,153,524,252,364,99,36036,3.676767676767677,0.1507832898172323,342.0,202.5,0.5480769230769231,0.5287206266318538,0.5833333333333334,0.2584856396866841,major_pothole
720,720,688,411,720,500,32,89,2848,0.3595505617977528,0.0054938271604938,704.0,455.5,0.9777777777777776,0.6326388888888889,0.0444444444444444,0.1236111111111111,minor_pothole
720,720,211,341,373,506,162,165,26730,0.9818181818181818,0.0515625,292.0,423.5,0.4055555555555555,0.5881944444444445,0.225,0.2291666666666666,medium_pothole
533,300,244,100,323,185,79,85,6715,0.9294117647058824,0.0419949968730456,283.5,142.5,0.5318949343339587,0.475,0.148217636022514,0.2833333333333333,major_pothole
506,300,14,51,111,71,97,20,1940,4.85,0.0127799736495388,62.5,61.0,0.1235177865612648,0.2033333333333333,0.191699604743083,0.0666666666666666,minor_pothole
720,720,122,316,412,453,290,137,39730,2.116788321167883,0.0766396604938271,267.0,384.5,0.3708333333333333,0.5340277777777778,0.4027777777777778,0.1902777777777777,major_pothole
400,300,365,244,400,284,35,40,1400,0.875,0.0116666666666666,382.5,264.0,0.95625,0.88,0.0875,0.1333333333333333,medium_pothole
453,300,35,204,240,300,205,96,19680,2.1354166666666665,0.144812362030905,137.5,252.0,0.303532008830022,0.84,0.4525386313465783,0.32,major_pothole
533,300,295,123,402,163,107,40,4280,2.675,0.0267667292057535,348.5,143.0,0.6538461538461539,0.4766666666666667,0.2007504690431519,0.1333333333333333,medium_pothole
336,300,90,154,184,200,94,46,4324,2.0434782608695654,0.0428968253968254,137.0,177.0,0.4077380952380952,0.59,0.2797619047619047,0.1533333333333333,major_pothole
720,720,0,80,52,111,52,31,1612,1.6774193548387095,0.0031095679012345,26.0,95.5,0.0361111111111111,0.1326388888888889,0.0722222222222222,0.0430555555555555,minor_pothole
720,720,242,268,456,473,214,205,43870,1.0439024390243905,0.0846257716049382,349.0,370.5,0.4847222222222222,0.5145833333333333,0.2972222222222222,0.2847222222222222,medium_pothole
720,720,347,0,377,19,30,19,570,1.5789473684210529,0.001099537037037,362.0,9.5,0.5027777777777778,0.0131944444444444,0.0416666666666666,0.0263888888888888,minor_pothole
600,300,383,231,482,262,99,31,3069,3.193548387096774,0.01705,432.5,246.5,0.7208333333333333,0.8216666666666667,0.165,0.1033333333333333,medium_pothole
455,300,266,109,323,138,57,29,1653,1.9655172413793105,0.0121098901098901,294.5,123.5,0.6472527472527473,0.4116666666666667,0.1252747252747252,0.0966666666666666,major_pothole
720,720,237,318,402,470,165,152,25080,1.0855263157894737,0.0483796296296296,319.5,394.0,0.44375,0.5472222222222223,0.2291666666666666,0.2111111111111111,minor_pothole
400,300,184,196,391,250,207,54,11178,3.8333333333333335,0.09315,287.5,223.0,0.71875,0.7433333333333333,0.5175,0.18,major_pothole
720,720,124,313,416,507,292,194,56648,1.5051546391752575,0.1092746913580246,270.0,410.0,0.375,0.5694444444444444,0.4055555555555555,0.2694444444444444,medium_pothole
720,720,96,132,220,191,124,59,7316,2.101694915254237,0.0141126543209876,158.0,161.5,0.2194444444444444,0.2243055555555555,0.1722222222222222,0.0819444444444444,minor_pothole
399,300,57,74,367,184,310,110,34100,2.8181818181818183,0.2848788638262322,212.0,129.0,0.531328320802005,0.43,0.7769423558897243,0.3666666666666666,major_pothole
720,720,296,315,386,421,90,106,9540,0.8490566037735849,0.0184027777777777,341.0,368.0,0.4736111111111111,0.5111111111111111,0.125,0.1472222222222222,medium_pothole
720,720,177,273,576,539,399,266,106134,1.5,0.2047337962962963,376.5,406.0,0.5229166666666667,0.5638888888888889,0.5541666666666667,0.3694444444444444,medium_pothole
720,720,370,378,600,483,230,105,24150,2.1904761904761907,0.0465856481481481,485.0,430.5,0.6736111111111112,0.5979166666666667,0.3194444444444444,0.1458333333333333,medium_pothole
400,300,156,208,208,229,52,21,1092,2.4761904761904763,0.0091,182.0,218.5,0.455,0.7283333333333334,0.13,0.07,medium_pothole
544,300,75,122,452,204,377,82,30914,4.597560975609756,0.1894240196078431,263.5,163.0,0.484375,0.5433333333333333,0.6930147058823529,0.2733333333333333,medium_pothole
427,300,398,149,427,171,29,22,638,1.318181818181818,0.0049804839968774,412.5,160.0,0.9660421545667448,0.5333333333333333,0.0679156908665105,0.0733333333333333,medium_pothole
424,310,163,138,360,211,197,73,14381,2.698630136986301,0.1094111381618989,261.5,174.5,0.6167452830188679,0.5629032258064516,0.4646226415094339,0.2354838709677419,major_pothole
300,403,90,130,143,146,53,16,848,3.3125,0.0070140612076095,116.5,138.0,0.3883333333333333,0.3424317617866005,0.1766666666666666,0.0397022332506203,medium_pothole
720,720,235,327,526,464,291,137,39867,2.124087591240876,0.0769039351851851,380.5,395.5,0.5284722222222222,0.5493055555555556,0.4041666666666667,0.1902777777777777,medium_pothole
480,300,0,159,235,298,235,139,32665,1.6906474820143884,0.2268402777777777,117.5,228.5,0.2447916666666666,0.7616666666666667,0.4895833333333333,0.4633333333333333,major_pothole
450,300,155,175,329,258,174,83,14442,2.0963855421686746,0.1069777777777777,242.0,216.5,0.5377777777777778,0.7216666666666667,0.3866666666666666,0.2766666666666666,major_pothole
447,300,1,237,46,300,45,63,2835,0.7142857142857143,0.0211409395973154,23.5,268.5,0.052572706935123,0.895,0.1006711409395973,0.21,medium_pothole
720,720,482,6,536,45,54,39,2106,1.3846153846153846,0.0040625,509.0,25.5,0.7069444444444445,0.0354166666666666,0.075,0.0541666666666666,medium_pothole
452,300,69,139,314,300,245,161,39445,1.5217391304347827,0.2908923303834808,191.5,219.5,0.4236725663716814,0.7316666666666667,0.5420353982300885,0.5366666666666666,major_pothole
300,300,2,112,147,129,145,17,2465,8.529411764705882,0.0273888888888888,74.5,120.5,0.2483333333333333,0.4016666666666666,0.4833333333333333,0.0566666666666666,major_pothole
720,720,578,342,720,455,142,113,16046,1.2566371681415929,0.0309529320987654,649.0,398.5,0.9013888888888888,0.5534722222222223,0.1972222222222222,0.1569444444444444,minor_pothole
480,300,361,227,419,270,58,43,2494,1.3488372093023255,0.0173194444444444,390.0,248.5,0.8125,0.8283333333333334,0.1208333333333333,0.1433333333333333,medium_pothole
400,300,154,176,192,191,38,15,570,2.533333333333333,0.00475,173.0,183.5,0.4325,0.6116666666666667,0.095,0.05,medium_pothole
472,300,159,107,348,189,189,82,15498,2.304878048780488,0.1094491525423728,253.5,148.0,0.5370762711864406,0.4933333333333333,0.4004237288135593,0.2733333333333333,major_pothole
417,426,1,225,24,250,23,25,575,0.92,0.0032368471420047,12.5,237.5,0.0299760191846522,0.5575117370892019,0.0551558752997601,0.0586854460093896,medium_pothole
335,300,191,57,206,69,15,12,180,1.25,0.0017910447761194,198.5,63.0,0.5925373134328358,0.21,0.044776119402985,0.04,minor_pothole
720,720,38,354,112,417,74,63,4662,1.1746031746031746,0.0089930555555555,75.0,385.5,0.1041666666666666,0.5354166666666667,0.1027777777777777,0.0875,minor_pothole
425,300,116,122,145,130,29,8,232,3.625,0.0018196078431372,130.5,126.0,0.3070588235294118,0.42,0.068235294117647,0.0266666666666666,medium_pothole
533,300,349,112,362,118,13,6,78,2.1666666666666665,0.0004878048780487,355.5,115.0,0.6669793621013134,0.3833333333333333,0.024390243902439,0.02,medium_pothole
400,300,137,129,277,198,140,69,9660,2.028985507246377,0.0805,207.0,163.5,0.5175,0.545,0.35,0.23,major_pothole
300,442,178,400,260,435,82,35,2870,2.342857142857143,0.0216440422322775,219.0,417.5,0.73,0.9445701357466064,0.2733333333333333,0.0791855203619909,medium_pothole
1200,1600,667,878,725,913,58,35,2030,1.6571428571428573,0.0010572916666666,696.0,895.5,0.58,0.5596875,0.0483333333333333,0.021875,medium_pothole
534,300,174,194,190,202,16,8,128,2.0,0.0007990012484394,182.0,198.0,0.3408239700374532,0.66,0.0299625468164794,0.0266666666666666,minor_pothole
720,720,194,211,377,359,183,148,27084,1.2364864864864864,0.0522453703703703,285.5,285.0,0.3965277777777777,0.3958333333333333,0.2541666666666666,0.2055555555555555,medium_pothole
720,720,388,37,498,84,110,47,5170,2.3404255319148937,0.0099729938271604,443.0,60.5,0.6152777777777778,0.0840277777777777,0.1527777777777778,0.0652777777777777,medium_pothole
409,300,47,87,171,145,124,58,7192,2.1379310344827585,0.0586145069274653,109.0,116.0,0.2665036674816626,0.3866666666666666,0.3031784841075794,0.1933333333333333,major_pothole
400,300,339,163,400,193,61,30,1830,2.033333333333333,0.01525,369.5,178.0,0.92375,0.5933333333333334,0.1525,0.1,medium_pothole
450,300,14,194,57,220,43,26,1118,1.6538461538461535,0.0082814814814814,35.5,207.0,0.0788888888888888,0.69,0.0955555555555555,0.0866666666666666,minor_pothole
345,300,245,53,279,73,34,20,680,1.7,0.0065700483091787,262.0,63.0,0.7594202898550725,0.21,0.0985507246376811,0.0666666666666666,medium_pothole
373,300,63,107,177,135,114,28,3192,4.071428571428571,0.0285254691689008,120.0,121.0,0.3217158176943699,0.4033333333333333,0.3056300268096514,0.0933333333333333,medium_pothole
300,442,91,275,198,391,107,116,12412,0.9224137931034484,0.093604826546003,144.5,333.0,0.4816666666666667,0.753393665158371,0.3566666666666667,0.2624434389140271,major_pothole
720,266,1,194,88,248,87,54,4698,1.6111111111111112,0.0245300751879699,44.5,221.0,0.0618055555555555,0.8308270676691729,0.1208333333333333,0.2030075187969924,medium_pothole
1200,1600,497,851,662,998,165,147,24255,1.1224489795918366,0.0126328125,579.5,924.5,0.4829166666666666,0.5778125,0.1375,0.091875,medium_pothole
533,300,164,165,233,175,69,10,690,6.9,0.0043151969981238,198.5,170.0,0.3724202626641651,0.5666666666666667,0.1294559099437148,0.0333333333333333,medium_pothole
720,720,266,573,384,695,118,122,14396,0.9672131147540984,0.027770061728395,325.0,634.0,0.4513888888888889,0.8805555555555555,0.1638888888888889,0.1694444444444444,minor_pothole
720,720,537,285,626,333,89,48,4272,1.8541666666666667,0.0082407407407407,581.5,309.0,0.8076388888888889,0.4291666666666666,0.1236111111111111,0.0666666666666666,minor_pothole
720,720,0,216,99,311,99,95,9405,1.0421052631578946,0.0181423611111111,49.5,263.5,0.06875,0.3659722222222222,0.1375,0.1319444444444444,minor_pothole
720,720,190,423,257,503,67,80,5360,0.8375,0.0103395061728395,223.5,463.0,0.3104166666666667,0.6430555555555556,0.0930555555555555,0.1111111111111111,minor_pothole
720,720,76,658,237,720,161,62,9982,2.596774193548387,0.0192554012345679,156.5,689.0,0.2173611111111111,0.9569444444444444,0.2236111111111111,0.0861111111111111,minor_pothole
720,720,506,118,720,200,214,82,17548,2.609756097560976,0.0338503086419753,613.0,159.0,0.8513888888888889,0.2208333333333333,0.2972222222222222,0.1138888888888888,medium_pothole
720,720,233,395,443,541,210,146,30660,1.4383561643835616,0.0591435185185185,338.0,468.0,0.4694444444444444,0.65,0.2916666666666667,0.2027777777777777,minor_pothole
720,720,374,27,435,66,61,39,2379,1.564102564102564,0.0045891203703703,404.5,46.5,0.5618055555555556,0.0645833333333333,0.0847222222222222,0.0541666666666666,minor_pothole
720,720,226,251,488,359,262,108,28296,2.425925925925926,0.0545833333333333,357.0,305.0,0.4958333333333333,0.4236111111111111,0.3638888888888889,0.15,medium_pothole
720,720,249,82,404,137,155,55,8525,2.8181818181818183,0.0164448302469135,326.5,109.5,0.4534722222222222,0.1520833333333333,0.2152777777777778,0.0763888888888889,major_pothole
418,300,145,231,185,247,40,16,640,2.5,0.0051036682615629,165.0,239.0,0.3947368421052631,0.7966666666666666,0.0956937799043062,0.0533333333333333,medium_pothole
720,720,149,293,520,489,371,196,72716,1.8928571428571428,0.140270061728395,334.5,391.0,0.4645833333333333,0.5430555555555555,0.5152777777777777,0.2722222222222222,medium_pothole
571,300,494,224,534,238,40,14,560,2.857142857142857,0.0032691185055458,514.0,231.0,0.9001751313485113,0.77,0.0700525394045534,0.0466666666666666,medium_pothole
533,300,152,206,201,233,49,27,1323,1.8148148148148149,0.0082739212007504,176.5,219.5,0.3311444652908067,0.7316666666666667,0.0919324577861163,0.09,medium_pothole
480,300,37,154,235,234,198,80,15840,2.475,0.11,136.0,194.0,0.2833333333333333,0.6466666666666666,0.4125,0.2666666666666666,major_pothole
373,300,120,59,249,78,129,19,2451,6.789473684210527,0.0219034852546916,184.5,68.5,0.4946380697050938,0.2283333333333333,0.3458445040214477,0.0633333333333333,major_pothole
425,407,44,147,407,345,363,198,71874,1.8333333333333333,0.415516693163752,225.5,246.0,0.5305882352941177,0.6044226044226044,0.8541176470588235,0.4864864864864865,major_pothole
450,300,125,95,418,275,293,180,52740,1.6277777777777778,0.3906666666666666,271.5,185.0,0.6033333333333334,0.6166666666666667,0.6511111111111111,0.6,major_pothole
